rptyy,evyy,StateAbbreviation,BinnedClaim1
1962,1962,LA,Civil Rights--African American
1962,1962,KY,Miscellaneous Social Issues
1962,1962,GA,Anti-Ethnic Attacks/Hate or Bias Crimes
1962,1962,LA,Civil Rights--African American
1962,1962,GA,Civil Rights--African American
1962,1962,GA,Civil Rights--African American
1962,1962,NJ,Civil Rights--African American
1962,1962,NJ,Civil Rights--African American
1962,1962,NY,Civil Rights--African American
1962,1962,GA,Civil Rights--African American
1962,1962,NJ,Civil Rights--African American
1962,1962,LA,Civil Rights--African American
1962,1962,LA,Civil Rights--African American
1962,1962,LA,Civil Rights--African American
1962,1962,LA,Civil Rights--African American
1962,1962,LA,Civil Rights--African American
1962,1962,LA,Civil Rights--African American
1962,1962,PA,Civil Rights--African American
1962,1962,LA,Civil Rights--African American
1962,1962,LA,Civil Rights--African American
1962,1962,NJ,Civil Rights--African American
1962,1962,NY,Civil Rights--African American
1962,1962,GA,Civil Rights--African American
1962,1962,KY,Miscellaneous Social Issues
1962,1962,KY,Miscellaneous Social Issues
1962,1962,PA,Civil Rights--African American
1962,1962,NJ,Civil Rights--African American
1962,1962,NJ,Civil Rights--African American
1962,1962,NY,Civil Rights--African American
1962,1962,GA,Civil Rights--African American
1962,1962,GA,Civil Rights--African American
1962,1962,GA,Civil Rights--African American
1962,1962,NY,Miscellaneous Social Issues
1962,1962,GA,Civil Rights--African American
1962,1962,NJ,Civil Rights--African American
1962,1962,NY,Miscellaneous Social Issues
1962,1962,NY,Miscellaneous Social Issues
1962,1962,NY,Miscellaneous Social Issues
1962,1962,NY,Civil Rights--African American
1962,1962,NY,Civil Rights--African American
1962,1962,MS,Civil Rights--African American
1962,1962,LA,Civil Rights--African American
1962,1962,IN,Civil Rights--African American
1962,1962,NY,Civil Rights--African American
1962,1962,MS,Miscellaneous Social Issues
1962,1962,CA,Civil Rights--African American
1962,1961,MS,Civil Rights--African American
1962,1962,NY,Environmental or Green Movement (excluding nuclear power)
1962,1962,NY,Peace Movement
1962,1962,CA,Miscellaneous Social Issues
1962,1962,NY,Civil Rights--African American
1962,1962,GA,Civil Rights--African American
1962,1962,GA,Peace Movement
1962,1962,NJ,Civil Rights--African American
1962,1962,NY,Civil Rights--African American
1962,1962,NY,Miscellaneous Social Issues
1962,1962,NY,Anti-–Transnational Union” Movements
1962,1962,NY,International Human and Civil Rights/Democratization
1962,1962,NY,Miscellaneous Social Issues
1962,1962,NY,Peace Movement
1962,1962,MS,Civil Rights--African American
1962,1962,CA,Civil Rights--African American
1962,1962,CA,Civil Rights--African American
1962,1962,NY,Civil Rights--African American
1962,1962,NY,Civil Rights--African American
1962,1962,NY,Civil Rights--African American
1962,1962,NY,Civil Rights--African American
1962,1962,NY,Civil Rights--African American
1962,1962,NY,Other
1962,1962,NY,Civil Rights--African American
1962,1962,DC,Miscellaneous Social Issues
1962,1962,DC,Civil Rights--African American
1962,1962,DC,Civil Rights--African American
1962,1962,NY,Civil Rights--African American
1962,1962,NY,Civil Rights--African American
1962,1962,NY,Civil Rights--African American
1962,1962,GA,Civil Rights--African American
1962,1962,GA,Civil Rights--African American
1962,1962,MO,Civil Rights--African American
1962,1962,MS,Civil Rights--African American
1962,1962,TX,Miscellaneous Social Issues
1962,1962,MO,Anti-Ethnic Attacks/Hate or Bias Crimes
1962,1962,GA,Civil Rights--African American
1962,1962,MS,Civil Rights--African American
1962,1962,NY,Miscellaneous Social Issues
1962,1962,MS,Civil Rights--African American
1962,1962,MS,Civil Rights--African American
1962,1962,MS,Civil Rights--African American
1962,1962,IL,Civil Rights--African American
1962,1962,TX,Civil Rights--African American
1962,1962,MS,Miscellaneous Social Issues
1962,1962,GA,Anti-Ethnic Attacks/Hate or Bias Crimes
1962,1962,MS,Civil Rights--African American
1962,1962,CA,Anti-Ethnic Attacks/Hate or Bias Crimes
1962,1962,NY,Environmental or Green Movement (excluding nuclear power)
1962,1962,FL,Civil Rights--African American
1962,1962,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1962,1962,MS,Anti-Ethnic Attacks/Hate or Bias Crimes
1962,1962,NC,Civil Rights--African American
1962,1962,NY,Civil Rights--African American
1962,1962,AR,Civil Rights--African American
1962,1962,NC,Civil Rights--African American
1962,1962,CA,Civil Rights--African American
1962,1962,NY,Civil Rights_ Pan Latino
1962,1962,NY,Civil Rights_ Pan Latino
1962,1962,NY,Civil Rights_ Pan Latino
1962,1962,NY,Civil Rights_ Pan Latino
1962,1962,NY,Civil Rights--African American
1962,1962,NY,Civil Rights_ Pan Latino
1962,1962,SC,Civil Rights--African American
1962,1962,NY,Environmental or Green Movement (excluding nuclear power)
1962,1962,TX,Civil Rights--African American
1962,1962,NY,Civil Rights_ Pan Latino
1962,1962,NY,Civil Rights_ Pan Latino
1962,1962,NY,Peace Movement
1962,1962,NY,Peace Movement
1962,1962,NY,Peace Movement
1962,1962,NY,Peace Movement
1962,1962,NY,Civil Rights_ Pan Latino
1962,1962,NY,Miscellaneous Social Issues
1962,1962,MA,Other
1962,1962,NY,Peace Movement
1962,1962,NY,Peace Movement
1962,1962,GA,Peace Movement
1962,1962,IN,Peace Movement
1962,1962,MN,Peace Movement
1962,1962,MS,Civil Rights--African American
1962,1962,DC,Peace Movement
1962,1962,DC,Peace Movement
1962,1962,MS,Miscellaneous Social Issues
1962,1962,TX,Peace Movement
1962,1962,DC,Peace Movement
1962,1962,NY,Peace Movement
1962,1962,NY,Peace Movement
1962,1962,MS,Civil Rights--African American
1962,1962,MS,Civil Rights--African American
1962,1962,MS,Civil Rights--African American
1962,1962,MS,Civil Rights--African American
1962,1962,MS,Civil Rights--African American
1962,1962,MS,Anti-Ethnic Attacks/Hate or Bias Crimes
1962,1962,NY,Civil Rights--African American
1962,1962,NY,Civil Rights--African American
1962,1962,NY,Miscellaneous Social Issues
1962,1962,VA,Civil Rights--African American
1962,1962,MS,Civil Rights--African American
1962,1962,VA,Civil Rights--African American
1962,1962,LA,Civil Rights--African American
1962,1962,LA,Civil Rights--African American
1962,1962,GA,Civil Rights--African American
1962,1962,PA,Civil Rights--African American
1962,1962,NY,Other
1962,1960,SC,Civil Rights--African American
1962,1962,AL,Civil Rights--African American
1962,1962,LA,Civil Rights--African American
1962,1962,LA,Civil Rights--African American
1962,1962,AR,Civil Rights--African American
1962,1962,NY,Civil Rights--African American
1962,1962,NJ,Other
1962,1962,NJ,Other
1962,1962,NJ,Other
1962,1962,NY,Miscellaneous Social Issues
1963,1963,DC,Miscellaneous Social Issues
1962,1962,MS,Civil Rights--African American
1962,1962,MS,Civil Rights--African American
1962,1962,MS,Civil Rights--African American
1962,1962,MS,Civil Rights--African American
1962,1962,SD,Miscellaneous Social Issues
1962,1962,NY,Other
1962,1962,TN,Civil Rights--African American
1962,1962,NY,Civil Rights--African American
1962,1962,NY,Miscellaneous Social Issues
1962,1962,NY,Civil Rights--African American
1962,1962,OH,Miscellaneous Social Issues
1962,1962,NY,Other
1962,1961,LA,Civil Rights--African American
1962,1962,NY,Other
1962,1962,NY,Other
1962,1962,FL,Other
1962,1962,MA,Other
1962,1962,NC,Civil Rights--African American
1962,1962,GA,Civil Rights--African American
1962,1962,DC,Other
1962,1962,NY,Other
1962,1962,MN,Civil Rights--African American
1962,1962,NY,Anti-Nuclear (Power) Movement
1962,1962,SD,Miscellaneous Social Issues
1962,1961,NY,Other
1962,1961,CA,Other
1962,1961,CA,Other
1962,1962,CA,Other
1962,1962,AL,Anti-Ethnic Attacks/Hate or Bias Crimes
1962,1962,MI,Other
1962,1962,DC,Other
1962,1962,DC,Peace Movement
1962,1962,CA,Miscellaneous Social Issues
1962,1962,CA,Miscellaneous Social Issues
1962,1962,CA,Miscellaneous Social Issues
1962,1962,NY,Other
1962,1962,NY,Peace Movement
1963,1963,MS,Civil Rights--African American
1963,1963,MS,Civil Rights--African American
1963,1962,MS,Civil Rights--African American
1963,1963,AR,Civil Rights--African American
1963,1963,DC,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,MS,Civil Rights--African American
1963,1963,MS,Civil Rights--African American
1963,1963,MS,Civil Rights--African American
1963,1963,NC,Civil Rights--African American
1963,1963,IN,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,NJ,Civil Rights--African American
1963,1963,MD,Civil Rights--African American
1963,1963,TN,Civil Rights--African American
1963,1963,VA,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,DC,Miscellaneous Social Issues
1963,1963,NJ,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,MS,Civil Rights--African American
1963,1963,DC,Animal Rights
1963,1963,MS,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,GA,Civil Rights--African American
1963,1963,MS,Civil Rights--African American
1963,1963,MS,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,MS,Civil Rights--African American
1963,1963,GA,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,VA,Civil Rights--African American
1963,1963,DC,Miscellaneous Social Issues
1963,1963,MS,Civil Rights--African American
1963,1963,MS,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,AL,Miscellaneous Social Issues
1963,1963,AL,Miscellaneous Social Issues
1963,1963,AL,Miscellaneous Social Issues
1963,1963,AL,Civil Rights--African American
1963,1963,NY,Civil Rights_ Pan Latino
1963,1963,AL,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,IL,Miscellaneous Social Issues
1963,1963,AL,Civil Rights--African American
1963,1962,DC,Civil Rights--African American
1963,1963,DC,Civil Rights--African American
1963,1963,MS,Miscellaneous Social Issues
1963,1963,AL,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,MS,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,NY,Peace Movement
1963,1963,NY,Peace Movement
1963,1963,NY,Peace Movement
1963,1963,NY,Peace Movement
1963,1963,AL,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,AL,Miscellaneous Social Issues
1963,1963,IL,Miscellaneous Social Issues
1963,1963,CT,Civil Rights--African American
1963,1963,NJ,Miscellaneous Social Issues
1963,1963,NY,Miscellaneous Social Issues
1963,1963,IL,Miscellaneous Social Issues
1963,1963,AL,Civil Rights--African American
1963,1963,IL,Miscellaneous Social Issues
1963,1963,NY,Miscellaneous Social Issues
1963,1963,NY,Miscellaneous Social Issues
1963,1963,AL,Civil Rights--African American
1963,1963,AL,Miscellaneous Social Issues
1963,1963,AL,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,CA,Civil Rights--African American
1963,1963,NY,Miscellaneous Social Issues
1963,1963,NJ,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,GA,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,NJ,Civil Rights--African American
1963,1963,GA,Civil Rights--African American
1963,1962,GA,Civil Rights--African American
1963,1963,AL,Miscellaneous Social Issues
1963,1963,NJ,Civil Rights--African American
1963,1963,DE,Civil Rights--African American
1963,1963,NJ,Environmental or Green Movement (excluding nuclear power)
1963,1963,AL,Civil Rights--African American
1963,1962,CA,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,NY,Environmental or Green Movement (excluding nuclear power)
1963,1963,NY,Miscellaneous Social Issues
1963,1963,CA,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,GA,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Other
1963,1963,AL,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,MO,Miscellaneous Social Issues
1963,1963,MO,Miscellaneous Social Issues
1963,1963,MO,Miscellaneous Social Issues
1963,1963,MO,Miscellaneous Social Issues
1963,1963,NY,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,MS,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,AL,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,GA,Civil Rights--African American
1963,1963,IL,Civil Rights--African American
1963,1963,NY,Miscellaneous Social Issues
1963,1963,AL,Civil Rights--African American
1963,1963,MO,Miscellaneous Social Issues
1963,1963,NJ,Other
1963,1963,DC,Peace Movement
1963,1963,MO,Miscellaneous Social Issues
1963,1963,MO,Miscellaneous Social Issues
1963,1963,MS,Civil Rights--African American
1963,1963,NY,Other
1963,1963,NY,Peace Movement
1963,1963,NY,Peace Movement
1963,1963,NY,Peace Movement
1963,1963,NY,Peace Movement
1963,1963,MO,Miscellaneous Social Issues
1963,1963,MO,Miscellaneous Social Issues
1963,1963,AL,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,GA,Other
1963,1963,RI,Other
1963,1963,TN,Civil Rights--African American
1963,1963,NC,Civil Rights--African American
1963,1963,NC,Civil Rights--African American
1963,1963,MS,Civil Rights--African American
1963,1963,MS,Other
1963,1963,MS,Civil Rights--African American
1963,1963,TN,Civil Rights--African American
1963,1963,TN,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,CT,Feminist or Womenês Movement
1963,1963,GA,Civil Rights--African American
1963,1963,TN,Civil Rights--African American
1963,1963,TN,Civil Rights--African American
1963,1963,GA,Civil Rights--African American
1963,1963,NC,Civil Rights--African American
1963,1963,CT,Civil Rights--African American
1963,1963,NY,Other
1963,1963,IL,Miscellaneous Social Issues
1963,1963,KS,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,NJ,Miscellaneous Social Issues
1963,1963,AL,Civil Rights--African American
1963,1963,NJ,Miscellaneous Social Issues
1963,1963,NJ,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,NJ,Miscellaneous Social Issues
1963,1963,NJ,Miscellaneous Social Issues
1963,1963,NJ,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,KS,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,PA,Civil Rights--African American
1963,1963,PA,Civil Rights--African American
1963,1963,CA,Civil Rights--African American
1963,1963,MN,Civil Rights--African American
1963,1963,PA,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,IL,Civil Rights--African American
1963,1963,TN,Civil Rights--African American
1963,1963,TN,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,TN,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,NC,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,MS,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,TN,Civil Rights--African American
1963,1963,AL,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,MD,Civil Rights--African American
1963,1963,NJ,Miscellaneous Social Issues
1963,1963,NC,Civil Rights--African American
1963,1963,NC,Civil Rights--African American
1963,1963,NC,Civil Rights--African American
1963,1963,NC,Civil Rights--African American
1963,1963,NC,Civil Rights--African American
1963,1963,MD,Miscellaneous Social Issues
1963,1963,MD,Civil Rights--African American
1963,1963,NC,Civil Rights--African American
1963,1963,MD,Civil Rights--African American
1963,1963,PA,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,MD,Civil Rights--African American
1963,1963,MD,Miscellaneous Social Issues
1963,1963,PA,Other
1963,1963,PA,Other
1963,1963,PA,Civil Rights--African American
1963,1963,NC,Civil Rights--African American
1963,1963,IL,Civil Rights--African American
1963,1963,LA,Civil Rights--African American
1963,1963,NC,Civil Rights--African American
1963,1963,OH,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,CT,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NC,Civil Rights--African American
1963,1963,PA,Civil Rights--African American
1963,1963,AL,Miscellaneous Social Issues
1963,1963,IA,Civil Rights--African American
1963,1963,NC,Civil Rights--African American
1963,1963,NC,Civil Rights--African American
1963,1963,NC,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,NC,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,NY,Miscellaneous Social Issues
1963,1963,NJ,Miscellaneous Social Issues
1963,1963,CA,Civil Rights--African American
1963,1963,CA,Civil Rights--African American
1963,1963,MS,Civil Rights--African American
1963,1963,GA,Civil Rights--African American
1963,1963,MS,Civil Rights--African American
1963,1963,MS,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,MS,Civil Rights--African American
1963,1963,MS,Civil Rights--African American
1963,1963,DC,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,MS,Civil Rights--African American
1963,1963,MS,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,MS,Civil Rights--African American
1963,1963,PA,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,DC,Civil Rights--African American
1963,1963,NC,Civil Rights--African American
1963,1963,DC,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,FL,Civil Rights--African American
1963,1963,MS,Civil Rights--African American
1963,1963,MO,Civil Rights--African American
1963,1963,NC,Civil Rights--African American
1963,1963,NC,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,VA,Civil Rights--African American
1963,1963,VA,Civil Rights--African American
1963,1963,VA,Civil Rights--African American
1963,1963,NJ,Miscellaneous Social Issues
1963,1963,NJ,Civil Rights--African American
1963,1963,RI,Civil Rights--African American
1963,1963,MS,Civil Rights--African American
1963,1963,MS,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,MS,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,MS,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,MS,Civil Rights--African American
1963,1963,MS,Civil Rights--African American
1963,1963,OH,Civil Rights--African American
1963,1963,VA,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,VA,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,CA,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,MA,Civil Rights--African American
1963,1963,GA,Civil Rights--African American
1963,1963,GA,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,MD,Civil Rights--African American
1963,1963,MD,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,NY,Other
1963,1963,OH,Civil Rights--African American
1963,1963,VA,Civil Rights--African American
1963,1963,GA,Civil Rights--African American
1963,1963,GA,Civil Rights--African American
1963,1963,GA,Civil Rights--African American
1963,1963,GA,Civil Rights--African American
1963,1963,GA,Civil Rights--African American
1963,1963,PA,Civil Rights--African American
1963,1963,IL,Civil Rights--African American
1963,1963,MO,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,MO,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,GA,Civil Rights--African American
1963,1963,NE,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,MI,Civil Rights--African American
1963,1963,CA,Civil Rights--African American
1963,1963,PA,Civil Rights--African American
1963,1963,PA,Civil Rights--African American
1963,1963,OR,Civil Rights--African American
1963,1963,CA,Civil Rights--African American
1963,1963,MA,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,FL,Civil Rights--African American
1963,1963,TN,Miscellaneous Social Issues
1963,1963,CA,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,FL,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,TN,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,FL,Civil Rights--African American
1963,1963,MD,Civil Rights--African American
1963,1963,MD,Civil Rights--African American
1963,1963,GA,Civil Rights--African American
1963,1963,GA,Civil Rights--African American
1963,1963,GA,Civil Rights--African American
1963,1963,SC,Civil Rights--African American
1964,1964,GA,Civil Rights--African American
1963,1963,GA,Civil Rights--African American
1963,1963,GA,Civil Rights--African American
1963,1963,MI,Civil Rights--African American
1963,1963,FL,Civil Rights--African American
1963,1963,IL,Civil Rights--African American
1963,1963,MA,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,MI,Other
1963,1963,GA,Civil Rights--African American
1963,1963,MD,Civil Rights--African American
1963,1963,MD,Civil Rights--African American
1963,1963,MD,Civil Rights--African American
1963,1963,MD,Civil Rights--African American
1963,1963,NY,Peace Movement
1963,1963,IL,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,PA,International Human and Civil Rights/Democratization
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,IL,Civil Rights--African American
1963,1963,NC,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,GA,Civil Rights--African American
1963,1963,SC,Civil Rights--African American
1963,1963,MO,Civil Rights--African American
1963,1963,GA,Civil Rights--African American
1963,1963,GA,Civil Rights--African American
1963,1963,GA,Civil Rights--African American
1963,1963,GA,Civil Rights--African American
1963,1963,GA,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,NC,Miscellaneous Social Issues
1963,1963,SC,Civil Rights--African American
1963,1963,GA,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,SC,Civil Rights--African American
1963,1963,SC,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,GA,Civil Rights--African American
1963,1963,IL,Civil Rights--African American
1963,1963,OH,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,MD,Civil Rights--African American
1963,1963,MD,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,MD,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,MD,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,MD,Civil Rights--African American
1963,1963,MD,Civil Rights--African American
1963,1963,VA,Civil Rights--African American
1963,1963,MD,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,MD,Civil Rights--African American
1963,1963,MD,Civil Rights--African American
1963,1963,IL,Civil Rights--African American
1963,1963,MS,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,NE,Civil Rights--African American
1963,1963,MD,Civil Rights--African American
1963,1963,IL,Civil Rights--African American
1963,1963,IL,Civil Rights--African American
1963,1963,DC,Civil Rights--African American
1963,1963,IL,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,LA,Civil Rights--African American
1963,1963,MD,Civil Rights--African American
1963,1963,VA,Civil Rights--African American
1963,1963,VA,Civil Rights--African American
1963,1963,VA,Civil Rights--African American
1963,1963,KS,Civil Rights--African American
1963,1963,FL,Civil Rights--African American
1963,1963,FL,Civil Rights--African American
1963,1963,FL,Civil Rights--African American
1963,1963,NY,Miscellaneous Social Issues
1963,1963,IL,Civil Rights--African American
1963,1963,IL,Civil Rights--African American
1963,1963,PA,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,CA,Civil Rights--African American
1963,1963,TN,Civil Rights--African American
1963,1963,FL,Civil Rights--African American
1963,1963,MI,Civil Rights--African American
1963,1963,LA,Civil Rights--African American
1963,1963,WA,Civil Rights--African American
1963,1963,VA,Civil Rights--African American
1963,1963,VA,Civil Rights--African American
1963,1963,VA,Civil Rights--African American
1963,1963,AZ,Civil Rights--African American
1963,1963,CA,Civil Rights--African American
1963,1963,PA,Civil Rights--African American
1963,1963,MA,Civil Rights--African American
1963,1963,MS,Civil Rights--African American
1963,1963,FL,Civil Rights--African American
1963,1963,NJ,Civil Rights--African American
1963,1963,GA,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Miscellaneous Social Issues
1963,1963,NY,Civil Rights -- Undifferentiated Minority Groups
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights -- Undifferentiated Minority Groups
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Miscellaneous Social Issues
1963,1963,NY,Miscellaneous Social Issues
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights -- Undifferentiated Minority Groups
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights -- Undifferentiated Minority Groups
1963,1963,NY,Civil Rights--African American
1963,1963,NY,Civil Rights--African American
1965,1963,AL,Civil Rights--African American
1963,1963,AL,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,AL,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,AL,Civil Rights--African American
1963,1963,MD,Civil Rights--African American
1963,1963,MD,Civil Rights--African American
1963,1963,MD,Civil Rights--African American
1963,1963,IL,Civil Rights--African American
1963,1963,IL,Civil Rights--African American
1963,1963,IL,Civil Rights--African American
1963,1963,IL,Civil Rights--African American
1963,1963,IL,Civil Rights--African American
1963,1963,IL,Civil Rights--African American
1963,1963,IL,Civil Rights -- Undifferentiated Minority Groups
1963,1963,IL,Civil Rights--African American
1963,1963,IL,Civil Rights--African American
1963,1963,IL,Civil Rights--African American
1963,1963,IL,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,IL,Civil Rights--African American
1963,1963,IL,Civil Rights--African American
1963,1963,IL,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,IL,Anti-Ethnic Attacks/Hate or Bias Crimes
1963,1963,IL,Civil Rights--African American
1963,1963,NC,Civil Rights--African American
1963,1963,NC,Civil Rights--African American
1963,1963,NC,Civil Rights--African American
1963,1963,NC,Civil Rights--African American
1963,1963,NC,Civil Rights--African American
1963,1963,NC,Civil Rights--African American
1963,1963,VA,Civil Rights--African American
1963,1963,VA,Civil Rights--African American
1963,1963,VA,Civil Rights--African American
